day,count,day_fmt
2019-02-27T00:00:00.000,8124,2019-02-27
2023-03-02T00:00:00.000,8123,2023-03-02
2020-05-29T00:00:00.000,8123,2020-05-29
2018-03-27T00:00:00.000,8122,2018-03-27
2021-02-25T00:00:00.000,8121,2021-02-25
2022-05-03T00:00:00.000,8118,2022-05-03
2019-11-01T00:00:00.000,8118,2019-11-01
2023-02-28T00:00:00.000,8117,2023-02-28
2021-11-21T00:00:00.000,8115,2021-11-21
2019-05-02T00:00:00.000,8113,2019-05-02
2017-09-26T00:00:00.000,8112,2017-09-26
2023-09-25T00:00:00.000,8111,2023-09-25
2023-12-09T00:00:00.000,8110,2023-12-09
2022-12-25T00:00:00.000,8109,2022-12-25
2024-02-10T00:00:00.000,8109,2024-02-10
2024-01-14T00:00:00.000,8108,2024-01-14
2020-11-30T00:00:00.000,8107,2020-11-30
2021-04-30T00:00:00.000,8106,2021-04-30
2016-07-25T00:00:00.000,8104,2016-07-25
2016-10-27T00:00:00.000,8104,2016-10-27
2021-06-03T00:00:00.000,8103,2021-06-03
2022-04-23T00:00:00.000,8102,2022-04-23
2018-03-08T00:00:00.000,8099,2018-03-08
2021-03-08T00:00:00.000,8097,2021-03-08
2020-05-31T00:00:00.000,8097,2020-05-31
2017-11-07T00:00:00.000,8097,2017-11-07
2016-07-26T00:00:00.000,8096,2016-07-26
2021-03-16T00:00:00.000,8096,2021-03-16
2018-04-30T00:00:00.000,8095,2018-04-30
2020-12-09T00:00:00.000,8095,2020-12-09
2023-01-12T00:00:00.000,8092,2023-01-12
2019-07-22T00:00:00.000,8090,2019-07-22
2016-12-09T00:00:00.000,8090,2016-12-09
2018-11-07T00:00:00.000,8089,2018-11-07
2017-06-26T00:00:00.000,8089,2017-06-26
2018-10-03T00:00:00.000,8087,2018-10-03
2019-05-09T00:00:00.000,8083,2019-05-09
2017-11-15T00:00:00.000,8082,2017-11-15
2015-03-10T00:00:00.000,8082,2015-03-10
2020-10-28T00:00:00.000,8082,2020-10-28
2022-08-27T00:00:00.000,8081,2022-08-27
2015-06-24T00:00:00.000,8081,2015-06-24
2017-06-14T00:00:00.000,8081,2017-06-14
2021-01-07T00:00:00.000,8078,2021-01-07
2019-04-02T00:00:00.000,8078,2019-04-02
2023-02-16T00:00:00.000,8078,2023-02-16
2020-10-29T00:00:00.000,8070,2020-10-29
2019-12-19T00:00:00.000,8069,2019-12-19
2014-10-20T00:00:00.000,8068,2014-10-20
2022-03-06T00:00:00.000,8067,2022-03-06
2023-08-24T00:00:00.000,8065,2023-08-24
2019-02-05T00:00:00.000,8065,2019-02-05
2019-01-25T00:00:00.000,8064,2019-01-25
2017-12-14T00:00:00.000,8061,2017-12-14
2010-12-16T00:00:00.000,8059,2010-12-16
2022-04-21T00:00:00.000,8058,2022-04-21
2023-11-25T00:00:00.000,8058,2023-11-25
2019-03-13T00:00:00.000,8058,2019-03-13
2021-03-10T00:00:00.000,8057,2021-03-10
2022-08-20T00:00:00.000,8057,2022-08-20
2019-03-20T00:00:00.000,8056,2019-03-20
2017-05-08T00:00:00.000,8054,2017-05-08
2019-04-11T00:00:00.000,8053,2019-04-11
2022-08-21T00:00:00.000,8051,2022-08-21
2018-01-12T00:00:00.000,8048,2018-01-12
2024-01-27T00:00:00.000,8047,2024-01-27
2022-05-04T00:00:00.000,8046,2022-05-04
2018-07-13T00:00:00.000,8045,2018-07-13
2021-04-22T00:00:00.000,8045,2021-04-22
2024-03-24T00:00:00.000,8045,2024-03-24
2017-01-23T00:00:00.000,8043,2017-01-23
2022-04-27T00:00:00.000,8042,2022-04-27
2022-04-26T00:00:00.000,8041,2022-04-26
2010-12-08T00:00:00.000,8041,2010-12-08
2017-12-15T00:00:00.000,8041,2017-12-15
2018-06-28T00:00:00.000,8040,2018-06-28
2022-08-09T00:00:00.000,8040,2022-08-09
2018-02-06T00:00:00.000,8039,2018-02-06
2022-02-22T00:00:00.000,8038,2022-02-22
2023-09-10T00:00:00.000,8038,2023-09-10
2023-05-27T00:00:00.000,8036,2023-05-27
2018-12-07T00:00:00.000,8034,2018-12-07
2019-11-08T00:00:00.000,8033,2019-11-08
2018-09-24T00:00:00.000,8031,2018-09-24
2015-03-18T00:00:00.000,8031,2015-03-18
2017-12-07T00:00:00.000,8031,2017-12-07
2023-02-10T00:00:00.000,8031,2023-02-10
2022-03-23T00:00:00.000,8028,2022-03-23
2023-02-14T00:00:00.000,8028,2023-02-14
2023-07-02T00:00:00.000,8028,2023-07-02
2022-04-20T00:00:00.000,8027,2022-04-20
2018-05-04T00:00:00.000,8026,2018-05-04
2018-02-26T00:00:00.000,8025,2018-02-26
2021-03-27T00:00:00.000,8025,2021-03-27
2017-02-10T00:00:00.000,8024,2017-02-10
2018-01-19T00:00:00.000,8023,2018-01-19
2023-02-21T00:00:00.000,8023,2023-02-21
2021-02-24T00:00:00.000,8021,2021-02-24
2018-10-04T00:00:00.000,8019,2018-10-04
2020-12-01T00:00:00.000,8017,2020-12-01
2020-05-03T00:00:00.000,8015,2020-05-03
2018-04-18T00:00:00.000,8015,2018-04-18
2022-09-26T00:00:00.000,8015,2022-09-26
2023-03-10T00:00:00.000,8014,2023-03-10
2023-06-09T00:00:00.000,8014,2023-06-09
2014-05-01T00:00:00.000,8011,2014-05-01
2015-06-15T00:00:00.000,8009,2015-06-15
2022-04-30T00:00:00.000,8009,2022-04-30
2020-12-16T00:00:00.000,8008,2020-12-16
2018-04-09T00:00:00.000,8008,2018-04-09
2022-12-16T00:00:00.000,8007,2022-12-16
2017-07-10T00:00:00.000,8007,2017-07-10
2022-06-22T00:00:00.000,8004,2022-06-22
2018-02-20T00:00:00.000,8003,2018-02-20
2018-07-11T00:00:00.000,8002,2018-07-11
2018-12-19T00:00:00.000,7999,2018-12-19
2023-01-23T00:00:00.000,7998,2023-01-23
2017-11-17T00:00:00.000,7997,2017-11-17
2021-03-17T00:00:00.000,7996,2021-03-17
2023-04-16T00:00:00.000,7995,2023-04-16
2022-04-14T00:00:00.000,7994,2022-04-14
2023-03-23T00:00:00.000,7994,2023-03-23
2018-02-28T00:00:00.000,7994,2018-02-28
2017-10-04T00:00:00.000,7993,2017-10-04
2019-01-09T00:00:00.000,7990,2019-01-09
2022-09-23T00:00:00.000,7989,2022-09-23
2016-06-06T00:00:00.000,7988,2016-06-06
2023-01-19T00:00:00.000,7987,2023-01-19
2018-11-30T00:00:00.000,7981,2018-11-30
2017-05-05T00:00:00.000,7979,2017-05-05
2018-04-26T00:00:00.000,7979,2018-04-26
2018-03-15T00:00:00.000,7978,2018-03-15
2022-08-04T00:00:00.000,7978,2022-08-04
2019-04-03T00:00:00.000,7977,2019-04-03
2021-04-18T00:00:00.000,7977,2021-04-18
2021-03-21T00:00:00.000,7976,2021-03-21
2018-09-19T00:00:00.000,7975,2018-09-19
2016-07-18T00:00:00.000,7975,2016-07-18
2010-03-16T00:00:00.000,7975,2010-03-16
2021-02-26T00:00:00.000,7973,2021-02-26
2016-01-11T00:00:00.000,7971,2016-01-11
2021-11-13T00:00:00.000,7971,2021-11-13
2022-09-04T00:00:00.000,7971,2022-09-04
2015-11-30T00:00:00.000,7967,2015-11-30
2018-05-08T00:00:00.000,7967,2018-05-08
2022-04-07T00:00:00.000,7966,2022-04-07
2023-07-09T00:00:00.000,7965,2023-07-09
2022-04-01T00:00:00.000,7965,2022-04-01
2023-01-06T00:00:00.000,7962,2023-01-06
2018-01-11T00:00:00.000,7962,2018-01-11
2018-11-20T00:00:00.000,7961,2018-11-20
2010-11-01T00:00:00.000,7959,2010-11-01
2014-01-27T00:00:00.000,7959,2014-01-27
2017-10-10T00:00:00.000,7958,2017-10-10
2017-02-13T00:00:00.000,7954,2017-02-13
2021-01-28T00:00:00.000,7953,2021-01-28
2024-04-20T00:00:00.000,7953,2024-04-20
2018-08-02T00:00:00.000,7952,2018-08-02
2019-05-10T00:00:00.000,7950,2019-05-10
2022-09-02T00:00:00.000,7949,2022-09-02
2018-12-06T00:00:00.000,7943,2018-12-06
2017-04-03T00:00:00.000,7943,2017-04-03
2018-08-23T00:00:00.000,7943,2018-08-23
2024-04-07T00:00:00.000,7943,2024-04-07
2022-11-01T00:00:00.000,7942,2022-11-01
2018-04-24T00:00:00.000,7940,2018-04-24
2017-11-02T00:00:00.000,7940,2017-11-02
2017-07-17T00:00:00.000,7940,2017-07-17
2014-11-03T00:00:00.000,7939,2014-11-03
2020-11-04T00:00:00.000,7938,2020-11-04
2019-04-04T00:00:00.000,7935,2019-04-04
2017-10-23T00:00:00.000,7934,2017-10-23
2019-02-11T00:00:00.000,7934,2019-02-11
2017-05-17T00:00:00.000,7934,2017-05-17
2021-10-11T00:00:00.000,7931,2021-10-11
2017-11-28T00:00:00.000,7930,2017-11-28
2017-07-05T00:00:00.000,7929,2017-07-05
2024-04-21T00:00:00.000,7928,2024-04-21
2017-09-25T00:00:00.000,7925,2017-09-25
2016-10-11T00:00:00.000,7924,2016-10-11
2021-03-30T00:00:00.000,7923,2021-03-30
2018-05-09T00:00:00.000,7922,2018-05-09
2018-01-04T00:00:00.000,7921,2018-01-04
2022-05-02T00:00:00.000,7921,2022-05-02
2022-05-27T00:00:00.000,7920,2022-05-27
2019-06-16T00:00:00.000,7918,2019-06-16
2023-11-18T00:00:00.000,7918,2023-11-18
2019-07-29T00:00:00.000,7917,2019-07-29
2019-08-27T00:00:00.000,7916,2019-08-27
2018-05-22T00:00:00.000,7916,2018-05-22
2022-08-26T00:00:00.000,7915,2022-08-26
2017-06-21T00:00:00.000,7913,2017-06-21
2018-05-16T00:00:00.000,7909,2018-05-16
2018-04-17T00:00:00.000,7909,2018-04-17
2016-10-24T00:00:00.000,7908,2016-10-24
2023-11-11T00:00:00.000,7908,2023-11-11
2017-11-16T00:00:00.000,7907,2017-11-16
2023-10-08T00:00:00.000,7906,2023-10-08
2018-01-29T00:00:00.000,7905,2018-01-29
2019-01-08T00:00:00.000,7904,2019-01-08
2022-08-11T00:00:00.000,7903,2022-08-11
2017-10-02T00:00:00.000,7902,2017-10-02
2010-03-01T00:00:00.000,7900,2010-03-01
2022-11-05T00:00:00.000,7900,2022-11-05
2023-04-03T00:00:00.000,7898,2023-04-03
2017-05-15T00:00:00.000,7898,2017-05-15
2017-09-11T00:00:00.000,7893,2017-09-11
2017-08-09T00:00:00.000,7893,2017-08-09
2019-06-10T00:00:00.000,7890,2019-06-10
2018-02-13T00:00:00.000,7889,2018-02-13
2022-05-14T00:00:00.000,7888,2022-05-14
2014-01-29T00:00:00.000,7887,2014-01-29
2015-11-24T00:00:00.000,7886,2015-11-24
2021-01-04T00:00:00.000,7885,2021-01-04
2015-06-16T00:00:00.000,7884,2015-06-16
2018-11-23T00:00:00.000,7884,2018-11-23
2018-05-14T00:00:00.000,7883,2018-05-14
2018-07-03T00:00:00.000,7881,2018-07-03
2018-01-31T00:00:00.000,7879,2018-01-31
2022-01-29T00:00:00.000,7878,2022-01-29
2022-10-13T00:00:00.000,7878,2022-10-13
2017-10-27T00:00:00.000,7878,2017-10-27
2017-09-08T00:00:00.000,7875,2017-09-08
2016-12-19T00:00:00.000,7875,2016-12-19
2021-08-18T00:00:00.000,7875,2021-08-18
2017-01-25T00:00:00.000,7873,2017-01-25
2018-05-11T00:00:00.000,7873,2018-05-11
2016-06-20T00:00:00.000,7872,2016-06-20
2018-04-13T00:00:00.000,7871,2018-04-13
2023-02-05T00:00:00.000,7869,2023-02-05
2017-11-30T00:00:00.000,7869,2017-11-30
2024-03-29T00:00:00.000,7867,2024-03-29
2023-03-03T00:00:00.000,7866,2023-03-03
2023-01-25T00:00:00.000,7866,2023-01-25
2023-12-26T00:00:00.000,7865,2023-12-26
2017-09-18T00:00:00.000,7865,2017-09-18
2022-12-22T00:00:00.000,7864,2022-12-22
2018-06-01T00:00:00.000,7863,2018-06-01
2019-07-30T00:00:00.000,7863,2019-07-30
2020-05-28T00:00:00.000,7863,2020-05-28
2018-03-16T00:00:00.000,7862,2018-03-16
2018-02-08T00:00:00.000,7860,2018-02-08
2018-02-27T00:00:00.000,7858,2018-02-27
2014-02-11T00:00:00.000,7857,2014-02-11
2015-09-01T00:00:00.000,7857,2015-09-01
2018-08-03T00:00:00.000,7857,2018-08-03
2021-12-28T00:00:00.000,7855,2021-12-28
2019-01-03T00:00:00.000,7855,2019-01-03
2023-07-15T00:00:00.000,7854,2023-07-15
2018-12-12T00:00:00.000,7852,2018-12-12
2018-07-25T00:00:00.000,7851,2018-07-25
2016-06-14T00:00:00.000,7849,2016-06-14
2021-03-19T00:00:00.000,7848,2021-03-19
2021-04-16T00:00:00.000,7844,2021-04-16
2020-12-04T00:00:00.000,7844,2020-12-04
2016-01-20T00:00:00.000,7844,2016-01-20
2022-04-22T00:00:00.000,7842,2022-04-22
2022-11-23T00:00:00.000,7840,2022-11-23
2010-12-09T00:00:00.000,7839,2010-12-09
2020-11-21T00:00:00.000,7837,2020-11-21
2018-07-06T00:00:00.000,7835,2018-07-06
2023-10-29T00:00:00.000,7834,2023-10-29
2022-11-06T00:00:00.000,7832,2022-11-06
2022-08-17T00:00:00.000,7826,2022-08-17
2022-08-10T00:00:00.000,7824,2022-08-10
2019-09-10T00:00:00.000,7824,2019-09-10
2019-06-15T00:00:00.000,7823,2019-06-15
2023-02-24T00:00:00.000,7821,2023-02-24
2019-09-16T00:00:00.000,7820,2019-09-16
2022-04-18T00:00:00.000,7819,2022-04-18
2017-09-27T00:00:00.000,7818,2017-09-27
2018-06-27T00:00:00.000,7818,2018-06-27
2022-11-20T00:00:00.000,7817,2022-11-20
2023-11-26T00:00:00.000,7817,2023-11-26
2019-03-12T00:00:00.000,7816,2019-03-12
2010-12-01T00:00:00.000,7815,2010-12-01
2018-04-10T00:00:00.000,7815,2018-04-10
2022-03-31T00:00:00.000,7813,2022-03-31
2019-11-04T00:00:00.000,7813,2019-11-04
2015-01-06T00:00:00.000,7810,2015-01-06
2021-01-21T00:00:00.000,7810,2021-01-21
2016-07-19T00:00:00.000,7808,2016-07-19
2019-11-12T00:00:00.000,7807,2019-11-12
2018-01-24T00:00:00.000,7807,2018-01-24
2015-03-16T00:00:00.000,7806,2015-03-16
2010-05-10T00:00:00.000,7806,2010-05-10
2017-09-12T00:00:00.000,7805,2017-09-12
2018-01-23T00:00:00.000,7804,2018-01-23
2022-09-27T00:00:00.000,7804,2022-09-27
2020-10-13T00:00:00.000,7804,2020-10-13
2019-06-13T00:00:00.000,7804,2019-06-13
2021-01-12T00:00:00.000,7803,2021-01-12
2018-03-06T00:00:00.000,7803,2018-03-06
2017-09-15T00:00:00.000,7803,2017-09-15
2022-09-22T00:00:00.000,7802,2022-09-22
2023-12-16T00:00:00.000,7802,2023-12-16
2019-03-22T00:00:00.000,7801,2019-03-22
2023-11-19T00:00:00.000,7797,2023-11-19
2020-11-24T00:00:00.000,7797,2020-11-24
2010-03-03T00:00:00.000,7796,2010-03-03
2016-02-25T00:00:00.000,7796,2016-02-25
2015-02-25T00:00:00.000,7796,2015-02-25
2024-01-06T00:00:00.000,7795,2024-01-06
2022-10-22T00:00:00.000,7793,2022-10-22
2016-03-29T00:00:00.000,7792,2016-03-29
2018-03-20T00:00:00.000,7790,2018-03-20
2023-01-13T00:00:00.000,7790,2023-01-13
2019-05-27T00:00:00.000,7785,2019-05-27
2024-04-14T00:00:00.000,7784,2024-04-14
2010-05-03T00:00:00.000,7783,2010-05-03
2016-01-14T00:00:00.000,7782,2016-01-14
2022-11-08T00:00:00.000,7782,2022-11-08
2016-06-15T00:00:00.000,7780,2016-06-15
2016-08-15T00:00:00.000,7777,2016-08-15
2017-09-05T00:00:00.000,7777,2017-09-05
2024-03-10T00:00:00.000,7775,2024-03-10
2022-10-15T00:00:00.000,7774,2022-10-15
2010-07-06T00:00:00.000,7774,2010-07-06
2010-02-17T00:00:00.000,7773,2010-02-17
2017-07-20T00:00:00.000,7773,2017-07-20
2022-01-08T00:00:00.000,7772,2022-01-08
2021-02-16T00:00:00.000,7772,2021-02-16
2019-09-05T00:00:00.000,7764,2019-09-05
2023-10-21T00:00:00.000,7764,2023-10-21
2021-04-12T00:00:00.000,7763,2021-04-12
2020-12-29T00:00:00.000,7763,2020-12-29
2018-02-12T00:00:00.000,7762,2018-02-12
2017-11-11T00:00:00.000,7761,2017-11-11
2017-12-08T00:00:00.000,7759,2017-12-08
2018-08-24T00:00:00.000,7759,2018-08-24
2019-03-14T00:00:00.000,7758,2019-03-14
2018-11-05T00:00:00.000,7755,2018-11-05
2017-06-22T00:00:00.000,7754,2017-06-22
2014-07-09T00:00:00.000,7749,2014-07-09
2023-02-17T00:00:00.000,7747,2023-02-17
2019-03-28T00:00:00.000,7746,2019-03-28
2015-03-09T00:00:00.000,7744,2015-03-09
2023-02-13T00:00:00.000,7743,2023-02-13
2021-12-05T00:00:00.000,7740,2021-12-05
2017-11-27T00:00:00.000,7739,2017-11-27
2018-10-05T00:00:00.000,7738,2018-10-05
2017-06-15T00:00:00.000,7738,2017-06-15
2019-11-06T00:00:00.000,7737,2019-11-06
2022-03-09T00:00:00.000,7735,2022-03-09
2018-07-27T00:00:00.000,7733,2018-07-27
2017-06-29T00:00:00.000,7732,2017-06-29
2015-02-19T00:00:00.000,7731,2015-02-19
2021-11-28T00:00:00.000,7729,2021-11-28
2023-02-23T00:00:00.000,7729,2023-02-23
2017-11-06T00:00:00.000,7727,2017-11-06
2021-05-05T00:00:00.000,7727,2021-05-05
2021-02-04T00:00:00.000,7727,2021-02-04
2023-04-29T00:00:00.000,7726,2023-04-29
2018-11-01T00:00:00.000,7725,2018-11-01
2017-10-03T00:00:00.000,7722,2017-10-03
2012-12-27T00:00:00.000,7721,2012-12-27
2022-09-03T00:00:00.000,7718,2022-09-03
2019-01-04T00:00:00.000,7718,2019-01-04
2021-12-29T00:00:00.000,7717,2021-12-29
2020-12-15T00:00:00.000,7716,2020-12-15
2017-09-07T00:00:00.000,7716,2017-09-07
2018-02-02T00:00:00.000,7715,2018-02-02
2018-12-13T00:00:00.000,7714,2018-12-13
2018-08-17T00:00:00.000,7714,2018-08-17
2020-11-14T00:00:00.000,7712,2020-11-14
2018-08-22T00:00:00.000,7710,2018-08-22
2023-04-23T00:00:00.000,7709,2023-04-23
2018-06-22T00:00:00.000,7704,2018-06-22
2018-07-20T00:00:00.000,7703,2018-07-20
2011-01-18T00:00:00.000,7702,2011-01-18
2016-07-05T00:00:00.000,7701,2016-07-05
2018-02-01T00:00:00.000,7700,2018-02-01
2017-12-12T00:00:00.000,7698,2017-12-12
2019-01-24T00:00:00.000,7698,2019-01-24
2015-03-04T00:00:00.000,7697,2015-03-04
2017-06-20T00:00:00.000,7697,2017-06-20
2014-02-28T00:00:00.000,7696,2014-02-28
2017-04-10T00:00:00.000,7695,2017-04-10
2017-10-24T00:00:00.000,7695,2017-10-24
2016-06-21T00:00:00.000,7695,2016-06-21
2020-11-15T00:00:00.000,7694,2020-11-15
2022-04-06T00:00:00.000,7693,2022-04-06
2018-03-22T00:00:00.000,7692,2018-03-22
2021-01-06T00:00:00.000,7691,2021-01-06
2017-01-05T00:00:00.000,7689,2017-01-05
2019-07-16T00:00:00.000,7688,2019-07-16
2018-09-25T00:00:00.000,7686,2018-09-25
2017-10-11T00:00:00.000,7683,2017-10-11
2017-12-04T00:00:00.000,7681,2017-12-04
2014-02-07T00:00:00.000,7680,2014-02-07
2016-05-09T00:00:00.000,7679,2016-05-09
2017-06-27T00:00:00.000,7677,2017-06-27
2020-12-19T00:00:00.000,7676,2020-12-19
2017-02-01T00:00:00.000,7675,2017-02-01
2017-10-26T00:00:00.000,7674,2017-10-26
2015-07-01T00:00:00.000,7674,2015-07-01
2024-03-23T00:00:00.000,7673,2024-03-23
2019-07-25T00:00:00.000,7673,2019-07-25
2021-12-04T00:00:00.000,7673,2021-12-04
2016-09-21T00:00:00.000,7672,2016-09-21
2021-12-27T00:00:00.000,7672,2021-12-27
2019-04-22T00:00:00.000,7672,2019-04-22
2018-06-29T00:00:00.000,7671,2018-06-29
2021-04-21T00:00:00.000,7670,2021-04-21
2017-12-06T00:00:00.000,7669,2017-12-06
2023-07-16T00:00:00.000,7669,2023-07-16
2019-11-14T00:00:00.000,7669,2019-11-14
2020-05-22T00:00:00.000,7667,2020-05-22
2016-04-05T00:00:00.000,7666,2016-04-05
2021-12-22T00:00:00.000,7661,2021-12-22
2015-06-22T00:00:00.000,7656,2015-06-22
2022-10-09T00:00:00.000,7653,2022-10-09
2019-07-09T00:00:00.000,7653,2019-07-09
2016-10-17T00:00:00.000,7652,2016-10-17
2022-04-09T00:00:00.000,7648,2022-04-09
2024-04-06T00:00:00.000,7648,2024-04-06
2017-05-16T00:00:00.000,7647,2017-05-16
2018-11-21T00:00:00.000,7647,2018-11-21
2022-03-17T00:00:00.000,7646,2022-03-17
2019-04-18T00:00:00.000,7645,2019-04-18
2018-01-26T00:00:00.000,7645,2018-01-26
2018-06-15T00:00:00.000,7644,2018-06-15
2016-06-01T00:00:00.000,7642,2016-06-01
2018-05-10T00:00:00.000,7641,2018-05-10
2017-07-25T00:00:00.000,7641,2017-07-25
2015-06-01T00:00:00.000,7640,2015-06-01
2019-07-01T00:00:00.000,7639,2019-07-01
2023-02-22T00:00:00.000,7637,2023-02-22
2017-12-18T00:00:00.000,7634,2017-12-18
2016-07-11T00:00:00.000,7633,2016-07-11
2019-02-07T00:00:00.000,7631,2019-02-07
2023-12-27T00:00:00.000,7630,2023-12-27
2010-12-13T00:00:00.000,7629,2010-12-13
2019-02-28T00:00:00.000,7629,2019-02-28
2021-01-08T00:00:00.000,7628,2021-01-08
2016-06-28T00:00:00.000,7628,2016-06-28
2017-05-02T00:00:00.000,7628,2017-05-02
2015-11-09T00:00:00.000,7626,2015-11-09
2011-01-10T00:00:00.000,7625,2011-01-10
2020-10-16T00:00:00.000,7624,2020-10-16
2017-05-23T00:00:00.000,7623,2017-05-23
2020-11-07T00:00:00.000,7622,2020-11-07
2017-05-31T00:00:00.000,7622,2017-05-31
2021-04-15T00:00:00.000,7621,2021-04-15
2017-07-24T00:00:00.000,7620,2017-07-24
2015-06-23T00:00:00.000,7619,2015-06-23
2019-03-29T00:00:00.000,7619,2019-03-29
2020-05-17T00:00:00.000,7617,2020-05-17
2017-12-11T00:00:00.000,7617,2017-12-11
2016-02-13T00:00:00.000,7614,2016-02-13
2020-05-18T00:00:00.000,7614,2020-05-18
2022-11-13T00:00:00.000,7613,2022-11-13
2019-04-23T00:00:00.000,7612,2019-04-23
2018-01-30T00:00:00.000,7609,2018-01-30
2024-03-17T00:00:00.000,7609,2024-03-17
2015-11-17T00:00:00.000,7608,2015-11-17
2016-02-17T00:00:00.000,7608,2016-02-17
2015-07-21T00:00:00.000,7607,2015-07-21
2019-11-07T00:00:00.000,7607,2019-11-07
2022-08-03T00:00:00.000,7605,2022-08-03
2019-08-19T00:00:00.000,7604,2019-08-19
2022-12-10T00:00:00.000,7603,2022-12-10
2016-01-12T00:00:00.000,7602,2016-01-12
2015-01-28T00:00:00.000,7602,2015-01-28
2019-02-13T00:00:00.000,7601,2019-02-13
2017-08-14T00:00:00.000,7600,2017-08-14
2017-06-28T00:00:00.000,7599,2017-06-28
2014-02-24T00:00:00.000,7596,2014-02-24
2021-12-19T00:00:00.000,7595,2021-12-19
2017-11-03T00:00:00.000,7593,2017-11-03
2021-01-14T00:00:00.000,7592,2021-01-14
2018-03-09T00:00:00.000,7592,2018-03-09
2018-04-19T00:00:00.000,7590,2018-04-19
2020-12-30T00:00:00.000,7590,2020-12-30
2018-11-09T00:00:00.000,7587,2018-11-09
2019-05-18T00:00:00.000,7587,2019-05-18
2010-03-29T00:00:00.000,7586,2010-03-29
2024-02-19T00:00:00.000,7583,2024-02-19
2016-10-31T00:00:00.000,7583,2016-10-31
2017-09-29T00:00:00.000,7582,2017-09-29
2022-12-30T00:00:00.000,7582,2022-12-30
2020-03-09T00:00:00.000,7582,2020-03-09
2021-12-30T00:00:00.000,7581,2021-12-30
2011-02-22T00:00:00.000,7580,2011-02-22
2017-09-28T00:00:00.000,7578,2017-09-28
2011-02-03T00:00:00.000,7577,2011-02-03
2020-01-21T00:00:00.000,7573,2020-01-21
2018-01-15T00:00:00.000,7572,2018-01-15
2018-04-25T00:00:00.000,7570,2018-04-25
2017-09-14T00:00:00.000,7569,2017-09-14
2016-08-01T00:00:00.000,7567,2016-08-01
2011-12-08T00:00:00.000,7566,2011-12-08
2010-06-28T00:00:00.000,7566,2010-06-28
2017-05-18T00:00:00.000,7566,2017-05-18
2017-05-09T00:00:00.000,7566,2017-05-09
2023-06-08T00:00:00.000,7563,2023-06-08
2019-09-09T00:00:00.000,7561,2019-09-09
2019-03-04T00:00:00.000,7559,2019-03-04
2017-11-29T00:00:00.000,7559,2017-11-29
2017-04-24T00:00:00.000,7559,2017-04-24
2015-02-26T00:00:00.000,7559,2015-02-26
2018-05-18T00:00:00.000,7557,2018-05-18
2021-03-06T00:00:00.000,7556,2021-03-06
2017-10-16T00:00:00.000,7556,2017-10-16
2021-02-09T00:00:00.000,7555,2021-02-09
2019-07-17T00:00:00.000,7555,2019-07-17
2010-11-02T00:00:00.000,7551,2010-11-02
2017-06-02T00:00:00.000,7550,2017-06-02
2021-12-11T00:00:00.000,7549,2021-12-11
2017-05-01T00:00:00.000,7547,2017-05-01
2011-11-02T00:00:00.000,7546,2011-11-02
2022-08-07T00:00:00.000,7546,2022-08-07
2023-04-07T00:00:00.000,7546,2023-04-07
2015-03-23T00:00:00.000,7544,2015-03-23
2016-12-06T00:00:00.000,7543,2016-12-06
2016-06-07T00:00:00.000,7543,2016-06-07
2017-04-28T00:00:00.000,7542,2017-04-28
2019-07-24T00:00:00.000,7541,2019-07-24
2018-03-28T00:00:00.000,7539,2018-03-28
2017-03-13T00:00:00.000,7538,2017-03-13
2017-05-30T00:00:00.000,7537,2017-05-30
2020-12-14T00:00:00.000,7536,2020-12-14
2019-05-19T00:00:00.000,7533,2019-05-19
2021-12-23T00:00:00.000,7532,2021-12-23
2018-02-05T00:00:00.000,7531,2018-02-05
2016-02-24T00:00:00.000,7528,2016-02-24
2018-04-05T00:00:00.000,7527,2018-04-05
2017-07-27T00:00:00.000,7527,2017-07-27
2016-05-25T00:00:00.000,7526,2016-05-25
2019-09-04T00:00:00.000,7523,2019-09-04
2019-03-15T00:00:00.000,7522,2019-03-15
2010-11-03T00:00:00.000,7521,2010-11-03
2015-10-26T00:00:00.000,7521,2015-10-26
2021-08-22T00:00:00.000,7520,2021-08-22
2022-10-08T00:00:00.000,7520,2022-10-08
2020-05-05T00:00:00.000,7517,2020-05-05
2015-02-13T00:00:00.000,7516,2015-02-13
2018-02-21T00:00:00.000,7514,2018-02-21
2010-02-08T00:00:00.000,7510,2010-02-08
2020-01-02T00:00:00.000,7510,2020-01-02
2011-02-15T00:00:00.000,7509,2011-02-15
2010-11-04T00:00:00.000,7507,2010-11-04
2017-10-19T00:00:00.000,7507,2017-10-19
2014-02-25T00:00:00.000,7505,2014-02-25
2022-03-05T00:00:00.000,7505,2022-03-05
2022-09-06T00:00:00.000,7503,2022-09-06
2019-04-10T00:00:00.000,7502,2019-04-10
2019-10-21T00:00:00.000,7501,2019-10-21
2021-04-25T00:00:00.000,7500,2021-04-25
2017-12-05T00:00:00.000,7500,2017-12-05
2010-02-24T00:00:00.000,7500,2010-02-24
2021-05-08T00:00:00.000,7497,2021-05-08
2018-03-07T00:00:00.000,7496,2018-03-07
2023-03-01T00:00:00.000,7495,2023-03-01
2010-11-05T00:00:00.000,7495,2010-11-05
2011-10-27T00:00:00.000,7495,2011-10-27
2024-03-16T00:00:00.000,7495,2024-03-16
2019-09-23T00:00:00.000,7493,2019-09-23
2015-03-17T00:00:00.000,7493,2015-03-17
